source_signature,row_count,taxonomy_group,source_resolution_level,bacdive_status_original,bacdive_status_closure,bacdive_covered_main,bacdive_covered_conservative,bacdive_exact_hard,metatraits_covered,overlap_bin_main,overlap_bin_conservative
taxon:935198|organism:clostridium botulinum (strain eklund 17b / type b),107,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:508767|organism:clostridium botulinum (strain alaska e43 / type e3),112,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001726,237,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002420,113,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000007096,195,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002214,198,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000006744,191,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001363,189,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002507,169,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002508,78,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000001349,78,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000000441,182,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002210,198,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001374,105,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002333,103,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:568206|organism:bacillus anthracis (strain cdc 684 / nrrl 3495),198,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:592021|organism:bacillus anthracis (strain a0248),194,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002736,245,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:60480|organism:shewanella sp. (strain mr-4),203,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000001824,125,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000659,354,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001823,136,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000001982,174,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000001971,307,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008936,309,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000239,194,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000238,197,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002710,117,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002707,106,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:234826|organism:anaplasma marginale (strain st. maries),66,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000002612,290,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001011,367,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000007966,359,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001301,286,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002527,285,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001423,173,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000001417,301,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:1392|organism:bacillus anthracis,301,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001412,138,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008186,285,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:632|organism:yersinia pestis,403,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000814,254,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000008702,62,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000008216,342,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000265,324,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
proteome:UP000000260,272,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001122,392,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:331112|organism:escherichia coli o9:h4 (strain hs),392,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000788,79,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000789,68,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002084,274,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008556,325,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001510,120,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:481805|organism:escherichia coli (strain atcc 8739 / dsm 1576 / nbrc 3972 / ncimb 8545 / wdcm 00012 / crooks),394,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000007011,378,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:316385|organism:escherichia coli (strain k12 / dh10b),360,target_bacteria,taxon_organism,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000001202,38,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001030,301,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002419,75,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008824,324,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001866,320,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001865,319,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001869,313,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008819,323,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001857,191,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008322,320,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000613,325,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008321,315,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,False,False,True,both_covered,metatraits_only
proteome:UP000000611,23,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000000612,22,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000001734,311,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:444450|organism:escherichia coli o157:h7 (strain ec4115 / ehec),356,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001730,175,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008199,360,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001360,78,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000746,364,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000745,303,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:585034|organism:escherichia coli o8 (strain iai1),366,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000747,362,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000748,341,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000007097,368,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000749,362,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008205,336,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000445,81,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000001599,279,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:595496|organism:escherichia coli (strain k12 / mc4100 / bw2952),352,target_bacteria,taxon_organism,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
taxon:749493|organism:enterococcus faecalis (strain tx4000 / jh2-2),3,target_bacteria,taxon_organism,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000000656,138,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:355276|organism:leptospira borgpetersenii serovar hardjo-bovis (strain l550),137,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000669,46,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000009182,403,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002402,116,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001952,373,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:321327|organism:synechococcus sp. (strain ja-3-3ab) (cyanobacteria bacterium yellowstone a-prime),114,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000007067,364,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002716,350,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000006843,201,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002529,416,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000547,199,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000007794,117,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000538,379,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000537,253,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008185,388,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000007037,183,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001420,162,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000001408,196,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000439,128,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1354|organism:enterococcus hirae,4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000756,207,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008220,123,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002592,113,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000366,129,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002145,115,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000000225,202,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000249,190,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001114,160,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:355278|organism:leptospira biflexa serovar patoc (strain patoc 1 / ames),108,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001847,98,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:228400|organism:histophilus somni (strain 2336) (haemophilus somnus),134,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000008834,23,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000008319,210,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000006901,34,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000753,144,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000001217,169,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002334,77,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000009073,151,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000001485,191,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001807,83,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000809,273,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000684,200,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000005216,45,target_bacteria,proteome,bacdive_species_candidate_unvalidated,bacdive_species_candidate_unvalidated,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000002432,112,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000002427,119,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000002430,81,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001932,228,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002535,142,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000593,286,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000008212,78,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000002675,323,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000002514,334,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002493,327,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002275,318,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
taxon:644|organism:aeromonas hydrophila,7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000584,379,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002148,114,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000256,115,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
taxon:359786|organism:staphylococcus aureus (strain jh9),175,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000006386,181,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:418127|organism:staphylococcus aureus (strain mu3 / atcc 700698),179,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000001131,118,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
taxon:451516|organism:staphylococcus aureus (strain usa300 / tch1516),166,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001691,51,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000002163,109,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:516950|organism:streptococcus pneumoniae (strain cgsp14),81,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:512566|organism:streptococcus pneumoniae serotype 19f (strain g54),75,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:561501|organism:buchnera aphidicola subsp. acyrthosiphon pisum (strain tuc7),100,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000006904,102,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
taxon:561276|organism:streptococcus pneumoniae (strain atcc 700669 / spain 23f-1),103,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000444,138,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001383,91,target_bacteria,proteome,bacdive_species_candidate_unvalidated,bacdive_species_candidate_unvalidated,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000007723,104,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
proteome:UP000002211,106,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002206,103,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:488223|organism:streptococcus pneumoniae (strain p1031),98,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:487213|organism:streptococcus pneumoniae (strain taiwan19f-14),101,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1280|organism:staphylococcus aureus,75,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001651,96,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:322159|organism:streptococcus thermophilus (strain atcc baa-491 / lmd-9),117,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001452,122,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000006371,241,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:299768|organism:streptococcus thermophilus (strain cnrz 1066),132,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001170,135,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000529,79,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000586,175,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000585,175,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1338|organism:streptococcus intermedius,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000639,174,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:160491|organism:streptococcus pyogenes serotype m5 (strain manfredo),87,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:391296|organism:streptococcus suis (strain 98hah33),88,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001873,72,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001039,93,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000449,87,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001365,80,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001368,78,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001476,46,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000000564,134,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:193567|organism:streptococcus pyogenes serotype m3 (strain ssi-1),134,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000823,141,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000821,137,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
