source_signature,row_count,taxonomy_group,species_guess,bacdive_status_closure,bacdive_validated_main,bacdive_exact_main,bacdive_nonempty_trait_count,metatraits_covered,metatraits_unique_trait_count
proteome:UP000002302,137,target_bacteria,campylobacter jejuni,bacdive_species_exact_name_match,True,False,4,True,183
proteome:UP000002305,53,target_bacteria,rickettsia africae,bacdive_not_found,False,False,0,True,133
proteome:UP000002307,66,target_archaea,saccharolobus islandicus,bacdive_not_found,False,False,0,True,134
proteome:UP000002308,67,target_archaea,saccharolobus islandicus,bacdive_not_found,False,False,0,True,134
proteome:UP000002311,1435,target_fungi,saccharomyces cerevisiae,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002313,6,target_fungi,encephalitozoon intestinalis,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002315,19,target_archaea,methanothermus fervidus,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000002318,1,target_bacteria,sediminispirochaeta smaragdinae,bacdive_exact_genome,True,True,5,True,134
proteome:UP000002333,103,target_bacteria,clostridium botulinum,bacdive_species_exact_name_match,True,False,0,True,157
proteome:UP000002334,77,target_bacteria,candidatus williamhamiltonella defendens,bacdive_not_found,False,False,0,False,0
proteome:UP000002350,5,target_bacteria,shewanella violacea,bacdive_exact_culture_collection,True,True,8,True,145
proteome:UP000002357,14,target_bacteria,streptomyces clavuligerus,bacdive_exact_genome,True,True,4,True,139
proteome:UP000002361,75,target_bacteria,rhodobacter capsulatus,bacdive_species_exact_name_match,True,False,2,False,0
proteome:UP000002363,11,target_bacteria,enterobacter cloacae,bacdive_species_exact_name_match,True,False,0,True,184
proteome:UP000002365,6,target_bacteria,priestia megaterium,bacdive_exact_genome,True,True,2,True,178
proteome:UP000002382,45,target_bacteria,kosmotoga olearia,bacdive_exact_culture_collection,True,True,9,True,144
proteome:UP000002383,96,target_bacteria,thioalkalivibrio sulfidiphilus,bacdive_exact_designation,True,True,7,True,141
proteome:UP000002384,105,target_bacteria,gloeothece citriformis,bacdive_not_found,False,False,0,False,0
proteome:UP000002385,90,target_bacteria,methylorubrum extorquens,bacdive_exact_culture_collection,True,True,4,True,166
proteome:UP000002402,116,target_bacteria,myxococcus xanthus,bacdive_species_exact_name_match,True,False,4,True,152
proteome:UP000002407,100,target_bacteria,campylobacter hominis,bacdive_exact_culture_collection,True,True,6,True,160
proteome:UP000002408,104,target_archaea,methanoregula boonei,bacdive_exact_culture_collection,True,True,8,False,0
proteome:UP000002410,118,target_bacteria,clostridium botulinum,bacdive_species_exact_name_match,True,False,0,True,157
proteome:UP000002411,124,target_bacteria,clostridium kluyveri,bacdive_exact_genome,True,True,5,True,135
proteome:UP000002412,299,target_bacteria,yersinia pseudotuberculosis,bacdive_species_exact_name_match,True,False,5,True,187
proteome:UP000002415,53,target_bacteria,fervidobacterium nodosum,bacdive_exact_culture_collection,True,True,9,True,150
proteome:UP000002417,95,target_bacteria,xanthobacter autotrophicus,bacdive_species_exact_name_match,True,False,4,True,156
proteome:UP000002419,75,target_bacteria,bifidobacterium longum,bacdive_species_exact_name_match,True,False,0,True,182
proteome:UP000002420,113,target_bacteria,trichlorobacter lovleyi,bacdive_exact_culture_collection,True,True,5,True,135
proteome:UP000002424,172,target_bacteria,azotobacter vinelandii,bacdive_species_exact_name_match,True,False,0,True,143
proteome:UP000002425,150,target_bacteria,psychrobacter cryohalolentis,bacdive_exact_culture_collection,True,True,6,True,145
proteome:UP000002427,119,target_bacteria,candidatus palibaumannia cicadellinicola,bacdive_not_found,False,False,0,False,0
proteome:UP000002428,125,target_fungi,candida glabrata,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002429,166,target_bacteria,cupriavidus metallidurans,bacdive_exact_culture_collection,True,True,9,True,171
proteome:UP000002430,81,target_bacteria,lawsonia intracellularis,bacdive_species_exact_name_match,True,False,0,True,134
proteome:UP000002431,122,target_bacteria,deinococcus geothermalis,bacdive_exact_culture_collection,True,True,6,True,174
proteome:UP000002432,112,target_bacteria,candidatus korobacter versatilis,bacdive_not_found,False,False,0,True,152
proteome:UP000002433,89,target_bacteria,streptococcus pyogenes,bacdive_species_exact_name_match,True,False,5,True,184
proteome:UP000002434,90,target_bacteria,streptococcus pyogenes,bacdive_species_exact_name_match,True,False,5,True,184
proteome:UP000002436,86,target_bacteria,streptococcus pyogenes,bacdive_species_exact_name_match,True,False,5,True,184
proteome:UP000002438,656,target_bacteria,pseudomonas aeruginosa,bacdive_exact_genome,True,True,9,True,219
proteome:UP000002439,141,target_archaea,pyrobaculum aerophilum,bacdive_exact_culture_collection,True,True,5,True,134
proteome:UP000002440,153,target_bacteria,methylobacillus flagellatus,bacdive_exact_culture_collection,True,True,2,True,134
proteome:UP000002453,65,target_bacteria,thermosipho africanus,bacdive_exact_designation,True,True,4,True,134
proteome:UP000002456,75,target_bacteria,bifidobacterium animalis,bacdive_species_exact_name_match,True,False,3,True,184
proteome:UP000002457,68,target_archaea,methanosphaerula palustris,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000002480,131,target_bacteria,rickettsia prowazekii,bacdive_species_exact_name_match,True,False,0,True,135
proteome:UP000002481,333,target_bacteria,staphylococcus aureus,bacdive_exact_culture_collection,True,True,9,True,202
proteome:UP000002484,1,target_bacteria,pseudofrankia inefficax,bacdive_species_taxid_or_synonym_match,True,False,4,True,134
proteome:UP000002485,714,target_fungi,schizosaccharomyces pombe,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002487,284,target_archaea,methanosarcina acetivorans,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000002489,4,target_fungi,fusarium oxysporum,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002493,327,target_bacteria,vibrio parahaemolyticus,bacdive_species_exact_name_match,True,False,0,True,198
proteome:UP000002495,134,target_bacteria,helicobacter hepaticus,bacdive_exact_culture_collection,True,True,9,True,146
proteome:UP000002497,2,target_fungi,coccidioides posadasii,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002498,8,target_fungi,metarhizium robertsii,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002499,4,target_fungi,metarhizium acridum,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002505,66,target_bacteria,pseudarthrobacter chlorophenolicus,bacdive_exact_genome,True,True,9,True,152
proteome:UP000002506,6,target_bacteria,dehalococcoides mccartyi,bacdive_species_exact_name_match,True,False,4,True,136
proteome:UP000002507,169,target_bacteria,shewanella baltica,bacdive_species_exact_name_match,True,False,9,True,158
proteome:UP000002508,78,target_bacteria,chloroflexus aggregans,bacdive_exact_culture_collection,True,True,6,True,145
proteome:UP000002512,198,target_bacteria,streptococcus mutans,bacdive_species_exact_name_match,True,False,1,True,182
proteome:UP000002513,244,target_bacteria,listeria innocua,bacdive_species_exact_name_match,True,False,5,True,184
proteome:UP000002514,334,target_bacteria,photorhabdus laumondii,bacdive_exact_culture_collection,True,True,9,True,157
proteome:UP000002515,312,target_bacteria,pseudomonas syringae group genomosp. 3,bacdive_species_exact_name_match,True,False,0,True,134
proteome:UP000002516,223,target_bacteria,xylella fastidiosa,bacdive_species_exact_name_match,True,False,4,True,147
proteome:UP000002517,149,target_bacteria,legionella pneumophila,bacdive_species_exact_name_match,True,False,4,True,179
proteome:UP000002518,135,target_archaea,aeropyrum pernix,bacdive_exact_culture_collection,True,True,9,True,138
proteome:UP000002519,1,target_bacteria,escherichia coli,bacdive_species_exact_name_match,True,False,1,True,218
proteome:UP000002522,54,target_bacteria,malacoplasma penetrans,bacdive_species_exact_name_match,True,False,4,True,135
proteome:UP000002523,25,target_bacteria,onion yellows phytoplasma,bacdive_not_found,False,False,0,True,133
proteome:UP000002524,231,target_bacteria,deinococcus radiodurans,bacdive_exact_genome,True,True,9,True,169
proteome:UP000002525,211,target_bacteria,haemophilus influenzae,bacdive_species_exact_name_match,True,False,2,True,183
proteome:UP000002526,282,target_bacteria,bradyrhizobium diazoefficiens,bacdive_exact_genome,True,True,7,True,145
proteome:UP000002527,285,target_bacteria,bacillus cereus,bacdive_species_exact_name_match,True,False,3,True,201
proteome:UP000002528,104,target_bacteria,pelagibacter ubique,bacdive_not_found,False,False,0,False,0
proteome:UP000002529,416,target_bacteria,shigella sonnei,bacdive_species_exact_name_match,True,False,5,True,179
proteome:UP000002530,255,target_fungi,aspergillus fumigatus,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002531,161,target_bacteria,nitrobacter winogradskyi,bacdive_exact_culture_collection,True,True,2,True,134
proteome:UP000002532,72,target_bacteria,chlamydia trachomatis,bacdive_exact_culture_collection,True,True,4,False,0
proteome:UP000002533,185,target_bacteria,anabaena variabilis,bacdive_species_exact_name_match,True,False,4,False,0
proteome:UP000002534,171,target_bacteria,syntrophotalea carbinolica,bacdive_exact_genome,True,True,5,True,134
proteome:UP000002535,142,target_bacteria,prochlorococcus marinus,bacdive_not_found,False,False,0,False,0
proteome:UP000002564,105,target_bacteria,neisseria gonorrhoeae,bacdive_species_exact_name_match,True,False,5,True,194
proteome:UP000002565,135,target_bacteria,brucella abortus,bacdive_species_taxid_or_synonym_match,True,False,9,False,0
proteome:UP000002574,10,target_bacteria,hydrogenobacter thermophilus,bacdive_exact_genome,True,True,9,True,148
proteome:UP000002586,109,target_bacteria,magnetococcus marinus,bacdive_exact_culture_collection,True,True,7,True,133
proteome:UP000002587,114,target_bacteria,candidatus ruthturnera calyptogenae,bacdive_not_found,False,False,0,False,0
proteome:UP000002588,150,target_bacteria,azoarcus sp.,bacdive_not_found,False,False,0,True,149
proteome:UP000002590,116,target_bacteria,prochlorococcus marinus,bacdive_not_found,False,False,0,False,0
proteome:UP000002592,113,target_bacteria,prochlorococcus marinus,bacdive_not_found,False,False,0,False,0
proteome:UP000002593,44,target_archaea,hyperthermus butylicus,bacdive_exact_culture_collection,True,True,5,True,135
proteome:UP000002595,69,target_archaea,pyrobaculum islandicum,bacdive_exact_culture_collection,True,True,5,True,134
proteome:UP000002596,141,target_bacteria,paracidovorax citrulli,bacdive_species_candidate_unvalidated,False,False,5,True,149
proteome:UP000002601,83,target_bacteria,maridesulfovibrio salexigens,bacdive_exact_culture_collection,True,True,5,True,134
proteome:UP000002605,15,target_fungi,candida dubliniensis,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002608,179,target_bacteria,shewanella pealeana,bacdive_exact_culture_collection,True,True,9,True,149
proteome:UP000002612,290,target_bacteria,bacillus cereus,bacdive_species_exact_name_match,True,False,3,True,201
proteome:UP000002613,4,target_archaea,ferroglobus placidus,bacdive_exact_culture_collection,True,True,5,True,133
proteome:UP000002622,1,target_bacteria,salmonella enterica,bacdive_species_exact_name_match,True,False,8,True,210
proteome:UP000002624,7,target_fungi,ajellomyces capsulatus,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002629,7,target_bacteria,caulobacter segnis,bacdive_exact_genome,True,True,8,True,154
proteome:UP000002631,4,target_bacteria,metamycoplasma hominis,bacdive_exact_genome,True,True,4,True,165
proteome:UP000002634,1,target_bacteria,edwardsiella piscicida,bacdive_species_exact_name_match,True,False,6,True,151
proteome:UP000002654,8,target_archaea,thermoproteus tenax,bacdive_exact_culture_collection,True,True,5,True,133
proteome:UP000002664,2,target_archaea,saccharolobus islandicus,bacdive_not_found,False,False,0,True,134
proteome:UP000002668,3,target_fungi,leptosphaeria maculans,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002669,4,target_fungi,arthroderma gypseum,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002671,146,target_bacteria,coxiella burnetii,bacdive_species_exact_name_match,True,False,0,True,135
proteome:UP000002673,2,target_bacteria,shigella flexneri,bacdive_exact_culture_collection,True,True,9,True,180
proteome:UP000002675,323,target_bacteria,vibrio vulnificus,bacdive_exact_designation,True,True,9,True,188
proteome:UP000002676,221,target_bacteria,bordetella pertussis,bacdive_species_exact_name_match,True,False,4,True,199
proteome:UP000002695,3,target_bacteria,salmonella enterica,bacdive_species_exact_name_match,True,False,8,True,210
proteome:UP000002698,126,target_archaea,natronomonas pharaonis,bacdive_exact_culture_collection,True,True,8,False,0
proteome:UP000002700,195,target_bacteria,burkholderia pseudomallei,bacdive_species_exact_name_match,True,False,0,True,159
proteome:UP000002703,228,target_bacteria,cereibacter sphaeroides,bacdive_exact_culture_collection,True,True,6,True,159
proteome:UP000002704,253,target_bacteria,pseudomonas fluorescens,bacdive_species_exact_name_match,True,False,1,True,199
proteome:UP000002705,255,target_bacteria,burkholderia lata,bacdive_exact_genome,True,True,6,True,157
proteome:UP000002706,160,target_bacteria,carboxydothermus hydrogenoformans,bacdive_exact_culture_collection,True,True,5,True,133
proteome:UP000002707,106,target_bacteria,latilactobacillus sakei,bacdive_species_exact_name_match,True,False,9,True,173
proteome:UP000002709,138,target_bacteria,pelodictyon luteolum,bacdive_species_taxid_or_synonym_match,True,False,8,False,0
proteome:UP000002710,117,target_bacteria,oleidesulfovibrio alaskensis,bacdive_exact_culture_collection,True,True,5,True,150
proteome:UP000002714,147,target_bacteria,sulfurimonas denitrificans,bacdive_exact_genome,True,True,5,True,134
proteome:UP000002715,132,target_bacteria,prochlorococcus marinus,bacdive_not_found,False,False,0,False,0
proteome:UP000002716,350,target_bacteria,shigella dysenteriae,bacdive_species_exact_name_match,True,False,2,True,175
proteome:UP000002718,155,target_bacteria,nitrosospira multiformis,bacdive_exact_genome,True,True,4,True,138
proteome:UP000002719,194,target_bacteria,brucella abortus,bacdive_species_taxid_or_synonym_match,True,False,9,False,0
proteome:UP000002724,110,target_bacteria,pelodictyon phaeoclathratiforme,bacdive_exact_culture_collection,True,True,0,False,0
proteome:UP000002725,100,target_bacteria,prosthecochloris aestuarii,bacdive_exact_culture_collection,True,True,0,False,0
proteome:UP000002727,71,target_archaea,thermococcus onnurineus,bacdive_species_exact_name_match,True,False,3,True,133
proteome:UP000002734,4,target_bacteria,musicola paradisiaca,bacdive_species_candidate_unvalidated,False,False,5,True,151
proteome:UP000002735,2,target_bacteria,dickeya chrysanthemi,bacdive_species_exact_name_match,True,False,2,True,163
proteome:UP000002736,245,target_bacteria,pectobacterium carotovorum,bacdive_species_exact_name_match,True,False,3,True,163
proteome:UP000002742,1,target_bacteria,methylotenera mobilis,bacdive_exact_culture_collection,True,True,4,True,134
proteome:UP000002743,2,target_bacteria,methylovorus glucosotrophus,bacdive_species_exact_name_match,True,False,2,True,134
proteome:UP000002745,1,target_bacteria,hirschia baltica,bacdive_exact_culture_collection,True,True,9,True,160
proteome:UP000002753,1,target_fungi,saccharomyces kudriavzevii,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002762,3,target_fungi,beauveria bassiana,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000002785,2,target_bacteria,streptomyces sviceus,bacdive_not_found,False,False,0,True,133
proteome:UP000002805,2,target_bacteria,streptomyces pristinaespiralis,bacdive_species_candidate_unvalidated,False,False,2,True,134
proteome:UP000002861,120,target_bacteria,phocaeicola vulgatus,bacdive_exact_genome,True,True,9,False,0
proteome:UP000002895,6,target_bacteria,enterococcus hirae,bacdive_exact_genome,True,True,7,True,177
proteome:UP000002970,2,target_bacteria,clostridium symbiosum,bacdive_species_exact_name_match,True,False,5,False,152
proteome:UP000002979,5,target_bacteria,collinsella aerofaciens,bacdive_exact_genome,True,True,6,True,168
proteome:UP000003039,1,target_bacteria,comamonas testosteroni,bacdive_exact_culture_collection,True,True,4,True,164
proteome:UP000003042,1,target_bacteria,escherichia albertii,bacdive_species_exact_name_match,True,False,8,True,154
proteome:UP000003100,2,target_bacteria,blautia hydrogenotrophica,bacdive_exact_genome,True,True,6,True,148
proteome:UP000003614,1,target_bacteria,salmonella enterica,bacdive_species_exact_name_match,True,False,8,True,210
proteome:UP000003752,2,target_bacteria,lentilactobacillus hilgardii,bacdive_exact_genome,True,True,9,True,168
proteome:UP000003824,1,target_bacteria,streptomyces viridosporus,bacdive_exact_culture_collection,True,True,7,True,166
proteome:UP000003828,3,target_bacteria,arthrobacter globiformis,bacdive_exact_culture_collection,True,True,7,True,165
proteome:UP000004070,2,target_bacteria,lancefieldella rimae,bacdive_exact_genome,True,True,9,True,151
proteome:UP000004184,10,target_bacteria,streptomyces viridochromogenes,bacdive_exact_culture_collection,True,True,4,True,138
proteome:UP000004410,25,target_bacteria,mediterraneibacter gnavus,bacdive_exact_genome,True,True,4,True,166
proteome:UP000004455,1,target_bacteria,rickettsia sibirica,bacdive_exact_culture_collection,True,True,0,True,134
proteome:UP000004478,2,target_bacteria,cecembia lonarensis,bacdive_exact_culture_collection,True,True,8,False,0
proteome:UP000004525,3,target_bacteria,lacticaseibacillus rhamnosus,bacdive_species_exact_name_match,True,False,2,True,202
proteome:UP000004550,9,target_bacteria,sphingobium indicum,bacdive_exact_genome,True,True,9,True,180
proteome:UP000004664,1,target_bacteria,methylobacter tundripaludum,bacdive_exact_culture_collection,True,True,8,True,140
proteome:UP000004687,2,target_bacteria,vibrio cholerae,bacdive_species_exact_name_match,True,False,3,True,202
proteome:UP000004837,4,target_bacteria,candidatus methylacidiphilum fumarolicum,bacdive_not_found,False,False,0,False,0
proteome:UP000004848,3,target_bacteria,roseibium aggregatum,bacdive_exact_culture_collection,True,True,4,True,137
proteome:UP000004870,1,target_bacteria,cardiobacterium hominis,bacdive_exact_genome,True,True,6,True,169
proteome:UP000004915,1,target_bacteria,mycolicibacterium thermoresistibile,bacdive_species_taxid_or_synonym_match,True,False,8,True,152
proteome:UP000004935,4,target_bacteria,anaerostipes caccae,bacdive_exact_genome,True,True,9,True,149
proteome:UP000005012,1,target_bacteria,providencia stuartii,bacdive_species_exact_name_match,True,False,1,True,178
proteome:UP000005015,52,target_bacteria,rickettsia peacockii,bacdive_not_found,False,False,0,True,133
proteome:UP000005019,1,target_bacteria,methyloversatilis universalis,bacdive_exact_culture_collection,True,True,5,True,155
proteome:UP000005045,3,target_bacteria,paraburkholderia graminis,bacdive_exact_genome,True,True,9,True,174
proteome:UP000005206,24,target_fungi,fusarium vanettenii,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000005216,45,target_bacteria,borreliella afzelii,bacdive_species_candidate_unvalidated,False,False,5,True,135
proteome:UP000005223,330,target_archaea,methanothermobacter thermautotrophicus,bacdive_exact_genome,True,True,5,False,0
proteome:UP000005234,2,target_bacteria,frateuria aurantia,bacdive_exact_culture_collection,True,True,4,True,133
proteome:UP000005250,1,target_bacteria,bordetella pertussis,bacdive_exact_genome,True,True,5,True,199
proteome:UP000005269,8,target_bacteria,enterococcus faecium,bacdive_species_exact_name_match,True,False,3,True,201
proteome:UP000005306,1,target_bacteria,pelagibacter ubique,bacdive_not_found,False,False,0,False,0
proteome:UP000005317,1,target_bacteria,thiothrix nivea,bacdive_exact_culture_collection,True,True,2,True,80
proteome:UP000005426,1,target_fungi,hypocrea atroviridis,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000005438,2,target_bacteria,niastella koreensis,bacdive_exact_genome,True,True,8,False,0
proteome:UP000005443,1,target_bacteria,rickettsia slovaca,bacdive_not_found,False,False,0,True,133
proteome:UP000005475,2,target_bacteria,bacteroides ovatus,bacdive_exact_genome,True,True,9,False,0
proteome:UP000005522,1,target_bacteria,acidithiobacillus caldus,bacdive_exact_genome,True,True,4,True,133
proteome:UP000005629,7,target_archaea,haloarcula hispanica,bacdive_exact_genome,True,True,4,False,0
proteome:UP000005713,1,target_bacteria,sagittula stellata,bacdive_exact_culture_collection,True,True,6,True,154
proteome:UP000005740,8,target_bacteria,acinetobacter baumannii,bacdive_exact_genome,True,True,9,True,186
proteome:UP000005933,4,target_bacteria,ralstonia solanacearum,bacdive_species_exact_name_match,True,False,4,True,159
proteome:UP000005940,1,target_bacteria,streptomyces tsukubensis,bacdive_exact_culture_collection,True,True,4,True,132
proteome:UP000005954,11,target_bacteria,roseovarius nubinhibens,bacdive_exact_culture_collection,True,True,5,True,147
proteome:UP000006001,2,target_bacteria,slackia exigua,bacdive_exact_genome,True,True,6,True,160
proteome:UP000006034,18,target_bacteria,bilophila wadsworthia,bacdive_species_exact_name_match,True,False,5,True,153
proteome:UP000006073,1,target_bacteria,indibacter alkaliphilus,bacdive_exact_culture_collection,True,True,8,False,0
proteome:UP000006138,6,target_bacteria,amycolatopsis mediterranei,bacdive_exact_genome,True,True,9,True,148
proteome:UP000006158,1,target_bacteria,mycolicibacterium smegmatis,bacdive_species_exact_name_match,True,False,0,True,154
proteome:UP000006178,1,target_bacteria,thermoanaerobacterium saccharolyticum,bacdive_exact_culture_collection,True,True,5,True,133
proteome:UP000006265,4,target_bacteria,mycolicibacterium hassiacum,bacdive_species_taxid_or_synonym_match,True,False,7,True,152
proteome:UP000006281,1,target_bacteria,saccharothrix espanaensis,bacdive_exact_culture_collection,True,True,5,True,152
proteome:UP000006304,2,target_bacteria,nocardia brasiliensis,bacdive_species_exact_name_match,True,False,0,True,173
proteome:UP000006371,241,target_bacteria,staphylococcus saprophyticus,bacdive_species_exact_name_match,True,False,0,True,175
proteome:UP000006375,158,target_bacteria,gluconobacter oxydans,bacdive_species_exact_name_match,True,False,0,True,191
proteome:UP000006377,124,target_bacteria,parvibaculum lavamentivorans,bacdive_exact_culture_collection,True,True,6,True,143
proteome:UP000006380,99,target_bacteria,campylobacter curvus,bacdive_species_exact_name_match,True,False,3,True,173
proteome:UP000006381,90,target_bacteria,lactobacillus acidophilus,bacdive_species_exact_name_match,True,False,6,True,174
proteome:UP000006383,133,target_bacteria,brucella ovis,bacdive_exact_genome,True,True,0,False,0
proteome:UP000006386,181,target_bacteria,staphylococcus aureus,bacdive_species_exact_name_match,True,False,4,True,202
proteome:UP000006394,90,target_bacteria,flavobacterium psychrophilum,bacdive_exact_genome,True,True,8,False,0
proteome:UP000006469,4,target_archaea,haloferax mediterranei,bacdive_exact_genome,True,True,4,False,0
proteome:UP000006552,209,target_bacteria,aromatoleum aromaticum,bacdive_exact_culture_collection,True,True,4,True,134
proteome:UP000006556,99,target_bacteria,pelotomaculum thermopropionicum,bacdive_exact_culture_collection,True,True,5,True,134
proteome:UP000006558,116,target_bacteria,thermotoga petrophila,bacdive_exact_culture_collection,True,True,7,True,151
proteome:UP000006559,87,target_bacteria,ligilactobacillus salivarius,bacdive_species_exact_name_match,True,False,3,True,181
proteome:UP000006562,1,target_bacteria,bacillus amyloliquefaciens,bacdive_exact_genome,True,True,6,True,177
proteome:UP000006564,130,target_fungi,aspergillus oryzae,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000006565,1,target_archaea,methanolacinia petrolearia,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000006575,192,target_bacteria,rhizobium johnstonii,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000006578,137,target_bacteria,sphingopyxis alaskensis,bacdive_exact_culture_collection,True,True,9,True,150
proteome:UP000006589,79,target_bacteria,methylobacterium radiotolerans,bacdive_exact_genome,True,True,5,True,155
proteome:UP000006622,3,target_archaea,methanosalsum zhilinae,bacdive_exact_culture_collection,True,True,5,False,0
proteome:UP000006633,5,target_bacteria,ancylobacter novellus,bacdive_species_candidate_unvalidated,False,False,8,True,136
proteome:UP000006637,117,target_bacteria,rubrobacter xylanophilus,bacdive_exact_genome,True,True,6,True,157
proteome:UP000006640,6,target_bacteria,thermobispora bispora,bacdive_exact_culture_collection,True,True,4,True,136
proteome:UP000006647,41,target_bacteria,mesoplasma florum,bacdive_not_found,False,False,0,True,133
proteome:UP000006666,2,target_bacteria,kytococcus sedentarius,bacdive_exact_genome,True,True,9,True,168
proteome:UP000006690,4,target_bacteria,pantoea ananas,bacdive_species_candidate_unvalidated,False,False,9,True,165
proteome:UP000006693,224,target_bacteria,burkholderia mallei,bacdive_exact_genome,True,True,0,True,140
proteome:UP000006694,98,target_bacteria,flavobacterium johnsoniae,bacdive_species_exact_name_match,True,False,1,False,0
proteome:UP000006695,137,target_bacteria,geotalea uraniireducens,bacdive_species_candidate_unvalidated,False,False,6,True,135
proteome:UP000006697,139,target_bacteria,herminiimonas arsenicoxydans,bacdive_exact_designation,True,True,6,True,154
proteome:UP000006698,137,target_bacteria,corynebacterium glutamicum,bacdive_species_exact_name_match,True,False,4,True,179
proteome:UP000006701,74,target_fungi,aspergillus clavatus,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000006702,77,target_fungi,aspergillus fischeri,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000006706,87,target_fungi,aspergillus niger,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000006728,120,target_bacteria,saccharopolyspora erythraea,bacdive_exact_genome,True,True,5,True,164
proteome:UP000006731,165,target_bacteria,bacteroides fragilis,bacdive_exact_genome,True,True,9,False,0
proteome:UP000006732,129,target_bacteria,pelobacter propionicus,bacdive_exact_culture_collection,True,True,5,True,135
proteome:UP000006735,172,target_bacteria,xanthomonas oryzae,bacdive_species_exact_name_match,True,False,0,True,134
proteome:UP000006738,161,target_bacteria,burkholderia pseudomallei,bacdive_species_exact_name_match,True,False,0,True,159
proteome:UP000006743,103,target_bacteria,glaesserella parasuis,bacdive_species_exact_name_match,True,False,4,True,163
proteome:UP000006744,191,target_bacteria,bacillus cereus,bacdive_species_exact_name_match,True,False,3,True,201
proteome:UP000006790,3,target_fungi,eremothecium cymbalariae,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
proteome:UP000006794,6,target_archaea,halopiger xanaduensis,bacdive_exact_culture_collection,True,True,4,False,0
proteome:UP000006798,3,target_bacteria,cupriavidus necator,bacdive_exact_genome,True,True,6,True,158
proteome:UP000006810,2,target_bacteria,mycoplasmopsis fermentans,bacdive_exact_genome,True,True,0,True,134
proteome:UP000006818,65,target_archaea,saccharolobus islandicus,bacdive_not_found,False,False,0,True,134
proteome:UP000006820,202,target_bacteria,nocardia farcinica,bacdive_species_exact_name_match,True,False,5,True,173
proteome:UP000006821,218,target_bacteria,methylococcus capsulatus,bacdive_species_exact_name_match,True,False,0,True,134
proteome:UP000006822,30,target_bacteria,mesomycoplasma hyopneumoniae,bacdive_not_found,False,False,0,True,134
proteome:UP000006830,61,target_bacteria,rickettsia akari,bacdive_not_found,False,False,0,True,133
proteome:UP000006832,62,target_bacteria,rickettsia rickettsii,bacdive_species_exact_name_match,True,False,0,True,134
proteome:UP000006833,105,target_bacteria,dinoroseobacter shibae,bacdive_exact_culture_collection,True,True,9,True,151
proteome:UP000006838,179,target_bacteria,nitrosococcus oceani,bacdive_exact_genome,True,True,3,True,134
proteome:UP000006843,201,target_bacteria,pseudoalteromonas translucida,bacdive_species_exact_name_match,True,False,9,True,156
proteome:UP000006854,16,target_bacteria,streptomyces venezuelae,bacdive_exact_genome,True,True,5,True,148
proteome:UP000006859,12,target_bacteria,dickeya dadantii,bacdive_species_exact_name_match,True,False,6,True,172
proteome:UP000006867,1,target_bacteria,bacillus atrophaeus,bacdive_exact_genome,True,True,6,True,173
proteome:UP000006872,2,target_bacteria,[enterobacter] lignolyticus,bacdive_not_found,False,False,0,True,133
proteome:UP000006875,2,target_bacteria,ilyobacter polytropus,bacdive_exact_culture_collection,True,True,5,True,9
proteome:UP000006876,1,target_bacteria,alcaligenes xylosoxydans xylosoxydans,bacdive_species_candidate_unvalidated,False,False,4,True,187
proteome:UP000006900,103,target_bacteria,mycobacterium leprae,bacdive_not_found,False,False,0,True,134
