trait_id,trait_name,prediction_scope,file_name,taxonomy_namespace,taxonomic_rank,metatraits_trait_name,unit,group_1,group_2,ontology_ids,databases,example_taxon_id,example_taxon_name,example_consensus_value,example_minimum,example_median,example_mean,example_maximum,why_matched,boundary_note
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell width maximum,µm,Morphology,Cell size phenotype,OMP:0000317,JGI/GOLD/IMG=2025-07-29,1860107176,Acidaminococcaceae,NA,0.5,0.75,0.75,1.0,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell width minimum,µm,Morphology,Cell size phenotype,OMP:0000317,JGI/GOLD/IMG=2025-07-29,1860107176,Acidaminococcaceae,NA,0.3,0.44999999999999996,0.44999999999999996,0.6,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell length,µm,Morphology,Cell size phenotype,OMP:0000322,BacDive=2025-07-29,2105485286,Acidihalobacteraceae,NA,1.0,1.0,1.0,1.0,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell length maximum,µm,Morphology,Cell size phenotype,OMP:0000322,BacDive=2025-07-29,2105485286,Acidihalobacteraceae,NA,2.0,2.0,2.0,2.0,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell length minimum,µm,Morphology,Cell size phenotype,OMP:0000322,BacDive=2025-07-29,2105485286,Acidihalobacteraceae,NA,1.0,1.0,1.0,1.0,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell shape,factor,Morphology,Cell morphology,OMP:0000073,BacDive=2025-07-29,2105485286,Acidihalobacteraceae,rod-shaped,NA,NA,NA,NA,group_2:contains~~Cell morphology,"group_2 in {Cell morphology, Cell size phenotype}."
F11,cell_morphology,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,cell length maximum,µm,Morphology,Cell size phenotype,OMP:0000322,BacDive=2025-07-29,626102019,Acidilobaceae,NA,1.0,1.1,1.4000000000000001,2.1,group_2:contains~~Cell size phenotype,"group_2 in {Cell morphology, Cell size phenotype}."
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,864477170,0-14-0-10-38-17,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,864477170,0-14-0-10-38-17,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,2070788780,0-14-0-20-30-16,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,2070788780,0-14-0-20-30-16,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,410678088,0-14-0-20-34-12,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,410678088,0-14-0-20-34-12,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,929049184,0-14-0-20-40-13,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,929049184,0-14-0-20-40-13,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,165559233,0-14-0-80-44-23,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,165559233,0-14-0-80-44-23,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,2057107470,0-14-0-80-59-12,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,2057107470,0-14-0-80-59-12,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,980929432,0-14-0-80-60-11,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,980929432,0-14-0-80-60-11,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,495931365,01-FULL-45-15b,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,495931365,01-FULL-45-15b,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,1879272904,02-FULL-45-10c,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,1879272904,02-FULL-45-10c,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,1109772479,1-14-0-10-31-34,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,1109772479,1-14-0-10-31-34,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,1729449137,1-14-0-10-40-38,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,1729449137,1-14-0-10-40-38,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,606509743,1-14-0-10-41-12,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,606509743,1-14-0-10-41-12,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,1223959005,1-14-0-10-42-12,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,1223959005,1-14-0-10-42-12,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e,1602257932,1-14-0-10-42-19,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,621118134,1-14-0-10-43-13,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,621118134,1-14-0-10-43-13,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,858815153,1-14-0-10-44-23,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,858815153,1-14-0-10-44-23,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86,868383462,1-14-0-10-45-34,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86,868383462,1-14-0-10-45-34,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86,1563564256,1-14-0-20-47-16,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86,1563564256,1-14-0-20-47-16,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,1069637774,1-14-0-20-49-13,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,1069637774,1-14-0-20-49-13,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,223750323,1-14-0-20-64-10,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,223750323,1-14-0-20-64-10,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1113309094,1-14-2-50-48-13,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1113309094,1-14-2-50-48-13,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:SPIREv1=8bd7d86,651849632,13-1-40CM-64-14,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:SPIREv1=8bd7d86,651849632,13-1-40CM-64-14,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1421590683,1604HC,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1421590683,1604HC,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86,1728940786,16-39-46,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;Traitar:proGenomes3=8bd7d86,1728940786,16-39-46,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1859961409,172606-1,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive-AI:proGenomes3=a1bef3e;BacDive-AI:SPIREv1=a1bef3e;Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,1859961409,172606-1,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,all,gtdb_family_summary_all.tsv.gz,gtdb,family,gram negative,boolean,Morphology,Cell envelope,OMP:0000189,Traitar:proGenomes3=8bd7d86;Traitar:SPIREv1=8bd7d86,618313202,2013-40CM-41-45,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BV-BRC=2025-07-29,1040095196,2-12-FULL-49-11,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,JGI/GOLD/IMG=2025-07-29,1923495403,AAA164-E04,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BV-BRC=2025-07-29;JGI/GOLD/IMG=2025-07-29,2115315536,AAA536-G10,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,JGI/GOLD/IMG=2025-07-29,1701128972,AB-629-J13,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29,318463998,Acanthopleuribacteraceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,1775432467,Acetivibrionaceae,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,915913853,Acetobacteraceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,537360503,Acetohalobiaceae,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;JGI/GOLD/IMG=2025-07-29,1471551112,Acetomicrobiaceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,JGI/GOLD/IMG=2025-07-29,1223190644,Acetonemaceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,1029517523,Acholeplasmataceae,No robust majority,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD/IMG=2025-07-29,1733949799,Acidaminobacteraceae,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD/IMG=2025-07-29,1860107176,Acidaminococcaceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,JGI/GOLD=2025-07-29,192131368,Acidiferrobacteraceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29,2105485286,Acidihalobacteraceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,626102019,Acidilobaceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,JGI/GOLD/IMG=2025-07-29,60301471,Acidilutibacteraceae,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BV-BRC=2025-07-29;JGI/GOLD/IMG=2025-07-29,494083113,Acidimicrobiaceae,true,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
F12,cell_envelope_gram,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gram positive,boolean,Morphology,Cell envelope,OMP:0000188,BacDive=2025-07-29;BV-BRC=2025-07-29;JGI/GOLD=2025-07-29;JGI/GOLD/IMG=2025-07-29,727093411,Acidithiobacillaceae,false,NA,NA,NA,NA,group_2:exact=~Cell envelope,Primary signal: group_2 EXACTLY 'Cell envelope'.
